L* background,L* Ref,a* Ref,b* Ref,reference Color ID,Test Direction,L* RefFinal,a* RefFinal,b* RefFinal,L* TestFinal,a* TestFinal,b* TestFinal,Observer ID
50,50,35.35533906,35.35533906,6,3,50,35.35533906,35.35533906,50,-2.644660941,35.35533906,5
50,50,35.35533906,35.35533906,6,5,50,35.35533906,35.35533906,50,74.24621202,-3.535533906,5
80,70,0,15,3,4,70,0,15,70,0,-19,5
50,40,0,-15,4,6,40,0,-15,40,9.192388155,-5.807611845,5
50,60,-10.60660172,10.60660172,2,3,60,4.393398282,10.60660172,60,-40.60660172,10.60660172,5
30,70,0,15,3,8,70,0,15,46,0,15,5
80,50,10.60660172,10.60660172,1,5,50,10.60660172,10.60660172,50,51.61879503,-30.40559159,5
50,40,0,-15,4,2,40,0,-15,40,0,14,5
30,40,0,-15,4,8,40,0,-15,33,0,-15,5
30,70,0,15,3,3,70,0,15,70,-36,15,5
30,50,35.35533906,35.35533906,6,2,50,35.35533906,7.355339059,50,35.35533906,61.35533906,5
30,95,0,0,5,9,95,0,0,66.00862197,-28.99137803,0,5
30,60,-10.60660172,10.60660172,2,5,60,-10.60660172,10.60660172,60,62.93250353,-62.93250353,5
30,60,-10.60660172,10.60660172,2,1,60,-10.60660172,10.60660172,60,27.39339828,10.60660172,5
50,70,0,15,3,5,70,0,15,70,48.08326112,-33.08326112,5
30,70,0,15,3,4,70,0,15,70,0,-21,5
50,60,-10.60660172,10.60660172,2,4,60,-10.60660172,10.60660172,60,-10.60660172,-32.39339828,5
80,40,0,-15,4,8,49,0,-15,9,0,-15,5
80,40,0,-15,4,2,40,0,-15,40,0,32,5
30,60,-10.60660172,10.60660172,2,2,60,-10.60660172,10.60660172,60,-10.60660172,38.60660172,5
30,60,-10.60660172,10.60660172,2,4,60,-10.60660172,10.60660172,60,-10.60660172,-13.39339828,5
80,50,10.60660172,10.60660172,1,1,50,10.60660172,10.60660172,50,66.60660172,10.60660172,5
80,95,0,0,5,11,95,0,0,85.10050506,0,-9.899494937,5
80,40,0,-15,4,4,40,0,7,40,0,-33,5
